id,latitude,longitude,location,vehicle_number,vehicle_type,description,violation_type,offence_code,created_datetime,closed_datetime,modified_datetime,device_id,created_by_id,center_code,police_station,data_sent_to_scita,junction_name,action_taken_timestamp,data_sent_to_scita_timestamp,updated_vehicle_number,updated_vehicle_type,validation_status,validation_timestamp
FKID002272,12.9919357,77.5754101,"J Lingaiah Road, Unishire Pratyaksh, Kumara Park West, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",FKN00GL2273,CAR,,"[""WRONG PARKING""]",[112],2024-03-15 07:39:46+00,,2024-03-15 07:45:52.370557+00,FKDEV00475,FKUSR00468,87.0,Sheshadripuram,True,No Junction,,2024-04-02 01:53:12.309931+00,FKN00GL2273,CAR,approved,2024-04-15 03:40:05.645+00
FKID002273,13.0707324,77.6336004,"Thanisandra Main Road, Hegde Nagar, Bengaluru, Karnataka. Pin-560077 (India)",FKN00GL2274,SCOOTER,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2023-11-27 00:34:46+00,,2023-11-27 04:27:21.947906+00,FKDEV00282,FKUSR00281,81.0,Hennuru,False,No Junction,,,,,,
FKID002274,13.012288,77.5532741,"Da Ra Bendre Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL2275,CAR,,"[""NO PARKING""]",[113],2024-03-15 07:41:46+00,,2024-03-15 07:43:29.487013+00,FKDEV00347,FKUSR00344,19.0,Malleshwaram,True,No Junction,,2024-04-02 01:53:12.296872+00,FKN00GL2275,CAR,approved,2024-04-15 03:41:00.02+00
FKID002275,12.9521993,77.5409303,"Mysore Road, BR Pura, Bengaluru, Karnataka. Pin-560026 (India)",FKN00GL2276,CAR,,"[""NO PARKING""]",[113],2024-03-15 07:39:46+00,,2024-03-15 07:41:09.325922+00,FKDEV00444,FKUSR00438,26.0,Byatarayanapura,True,BTP096 - Gali Anjaneya Temple,,2024-04-02 01:53:12.280329+00,FKN00GL2276,CAR,approved,2024-04-15 03:41:21.83+00
FKID002276,12.9896775,77.5742732,"J Lingaiah Road, Shree MG Seshadri Circle, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",FKN00GL2277,CAR,,"[""WRONG PARKING""]",[112],2024-03-15 07:40:46+00,,2024-03-15 07:46:48.610046+00,FKDEV00475,FKUSR00468,87.0,Sheshadripuram,True,No Junction,,2024-04-02 01:54:07.051273+00,FKN00GL2277,CAR,approved,2024-04-15 03:41:33.111+00
FKID002277,12.9790718,77.5815383,"1st Main Road, Railway Officers Enclave, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL2278,SCOOTER,,"[""WRONG PARKING""]",[112],2023-11-27 03:37:46+00,,2023-11-27 04:45:50.717364+00,FKDEV00319,FKUSR00318,3.0,Upparpet,False,No Junction,,,,,,
FKID002278,12.97572,77.5612967,"G Narayana Kumar Road, Ashwath Nagar, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL2279,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-22 21:00:46+00,,2024-03-22 22:41:52.77476+00,FKDEV00110,FKUSR00111,29.0,Magadi Road,True,BTP074 - Leprosy Hospital Junction,,2024-04-09 19:52:10.833496+00,,,,
FKID002279,12.97714,77.564645,"2nd Cross Road, Prestige West Woods, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL2280,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-22 21:08:46+00,,2024-03-22 22:41:54.308394+00,FKDEV00110,FKUSR00111,29.0,Magadi Road,True,BTP074 - Leprosy Hospital Junction,,2024-04-09 19:53:06.555523+00,,,,
FKID002280,12.9772245,77.5764791,"6th Main Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL2281,MOTOR CYCLE,,"[""NO PARKING"",""DEFECTIVE NUMBER PLATE""]","[113,116]",2023-11-17 20:14:46+00,,2023-11-17 20:17:04.602638+00,FKDEV00339,FKUSR00115,3.0,Upparpet,True,BTP040 - Elite Junction,,,FKN00GL2281,MOTOR CYCLE,approved,2023-11-17 20:21:20.485+00
FKID002281,12.9656411,77.5863952,"Sri Dharmaraya Swamy Temple Main Road, Rangegowdanadoddi, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL2282,SCOOTER,,"[""NO PARKING""]",[113],2023-11-27 05:25:46+00,,2023-11-27 05:27:47.415236+00,FKDEV00298,FKUSR00297,12.0,Halasuru Gate,False,BTP078 - NR Square Junction,,,,,,
FKID002282,12.8938528,77.5677275,"Bikasipura Main Road, Chennabasappa Layout, Konanakunte, Bengaluru, Karnataka. Pin-560062 (India)",FKN00GL2283,CAR,,"[""NO PARKING""]",[113],2024-03-15 06:10:46+00,,2024-03-15 07:50:58.835947+00,FKDEV00212,FKUSR00212,35.0,K.S. Layout,True,No Junction,,2024-04-02 01:54:07.118866+00,FKN00GL2283,CAR,approved,2024-04-14 06:42:05.382+00
FKID002283,13.0023383,77.6119621,"Tannery Road, Doddanna Nagar, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560006, India",FKN00GL2284,CAR,,"[""WRONG PARKING""]",[112],2023-11-17 05:23:46+00,,2023-11-25 22:46:29.90057+00,FKDEV00305,FKUSR00304,46.0,K.G. Halli,False,No Junction,,,,,,
FKID002284,13.0290765,77.5708571,"Padmasri CK Venkata Ramaiah Road, MS Ramaiah Hospital Junction, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",FKN00GL2285,MOTOR CYCLE,,"[""NO PARKING""]",[113],2023-11-27 23:39:46+00,,2023-12-01 08:32:39.912342+00,FKDEV00504,FKUSR00495,10.0,Sadashivanagar,False,No Junction,,,,,,
FKID002285,12.9656411,77.5863952,"Sri Dharmaraya Swamy Temple Main Road, Rangegowdanadoddi, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL2286,MOTOR CYCLE,,"[""NO PARKING""]",[113],2023-11-27 05:26:46+00,,2023-11-27 05:27:48.619135+00,FKDEV00298,FKUSR00297,12.0,Halasuru Gate,False,BTP078 - NR Square Junction,,,,,,
FKID002286,12.9623855,77.5901093,"Mission Road, M Subbaiah Circle, Sampangiram Nagar, Bengaluru, Karnataka. Pin-560027 (India)",FKN00GL2287,SCOOTER,,"[""NO PARKING""]",[113],2024-03-22 22:34:46+00,,2024-03-22 22:38:54.741173+00,FKDEV00097,FKUSR00098,12.0,Halasuru Gate,True,BTP064 - Devanga Hostel Junction,,2024-04-09 19:50:10.638706+00,,,,
FKID002287,12.8938488,77.5677171,"Bikasipura Main Road, Chennabasappa Layout, Konanakunte, Bengaluru, Karnataka. Pin-560062 (India)",FKN00GL2121,CAR,,"[""NO PARKING""]",[113],2024-03-15 06:10:46+00,,2024-03-15 07:50:38.827056+00,FKDEV00212,FKUSR00212,35.0,K.S. Layout,True,No Junction,,2024-04-02 01:54:07.110416+00,FKN00GL2121,CAR,approved,2024-04-14 06:42:17.654+00
FKID002288,12.9752239,77.570664,"Rao Bahadur DGT Road, Cottonpet Circle, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL2288,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2023-11-27 06:34:46+00,,2023-11-27 06:39:42.174898+00,FKDEV00148,FKUSR00148,27.0,Chamarajpet,False,BTP048 - Shanthala Junction,,,,,,
FKID002289,12.9755185,77.5708063,"Rao Bahadur DGT Road, Cottonpet Circle, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL2289,LGV,,"[""WRONG PARKING""]",[112],2023-11-27 04:02:46+00,,2023-11-27 06:40:37.668171+00,FKDEV00148,FKUSR00148,27.0,Chamarajpet,False,BTP048 - Shanthala Junction,,,,,,
FKID002290,13.0290214,77.5708392,"Padmasri CK Venkata Ramaiah Road, MS Ramaiah Hospital Junction, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",FKN00GL2290,MOTOR CYCLE,,"[""NO PARKING""]",[113],2023-11-27 23:40:46+00,,2023-12-01 08:36:36.179735+00,FKDEV00504,FKUSR00495,10.0,Sadashivanagar,False,No Junction,,,,,,
FKID002291,12.9173549,77.5733854,"Konanakunte Main Road, Banashankari Bus Stand Junction, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560070 (India)",FKN00GL2291,MOTOR CYCLE,,"[""NO PARKING""]",[113],2023-11-13 21:38:46+00,,2023-11-15 02:42:05.312679+00,FKDEV00505,FKUSR00449,23.0,Banashankari,True,"BTP115 - Sahasra Hospital, Jayanagar",,,FKN00GL2291,MOTOR CYCLE,approved,2023-11-17 02:59:48.276+00
FKID002292,12.9669705,77.5472252,"Balasubramanya Street, Telecom Layout, KP Agrahara, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL2292,GOODS AUTO,,"[""NO PARKING""]",[113],2024-03-15 20:40:46+00,,2024-03-15 20:41:16.273264+00,FKDEV00198,FKUSR00198,29.0,Magadi Road,True,No Junction,,2024-04-02 14:42:41.236825+00,FKN00GL2292,GOODS AUTO,approved,2024-04-14 10:07:40.053+00
FKID002293,12.917097,77.5734053,"Konanakunte Main Road, Banashankari Bus Stand Junction, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560070 (India)",FKN00GL2293,SCOOTER,,"[""NO PARKING""]",[113],2023-11-13 21:38:46+00,,2023-11-15 02:40:47.985664+00,FKDEV00505,FKUSR00449,23.0,Banashankari,True,"BTP115 - Sahasra Hospital, Jayanagar",,,FKN00GL2293,SCOOTER,approved,2023-11-17 02:59:51.313+00
FKID002294,12.8764404,77.595164,"Bannerghatta Main Road, Coconut Development Board, Omkar Nagar, Hulimavu, Bengaluru, Karnataka. Pin-560076 (India)",FKN00GL2294,MOTOR CYCLE,,"[""NO PARKING""]",[113],2023-11-17 07:02:46+00,,2023-11-17 07:05:59.546969+00,FKDEV00407,FKUSR00403,44.0,Hulimavu,True,No Junction,,,FKN00GL2294,MOTOR CYCLE,approved,2023-11-17 20:22:28.142+00
FKID002295,12.9940576,77.6630522,"Old Madras Road, Gopalan Grand Mall, Nagavara Palya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",FKN00GL2295,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-15 20:38:46+00,,2024-03-15 20:41:00.985726+00,FKDEV00108,FKUSR00109,34.0,Banaswadi,True,No Junction,,2024-04-02 14:42:41.224862+00,FKN00GL2295,SCOOTER,approved,2024-04-14 10:25:57.41+00
FKID002296,12.9735965,77.5504867,"G Narayana Kumar Road, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL2296,PASSENGER AUTO,,"[""NO PARKING""]",[113],2023-11-21 02:39:46+00,,2023-11-27 21:23:15.197309+00,FKDEV00132,FKUSR00132,29.0,Magadi Road,False,"BTP070 - Cholurpalya Junction, Magadi Road",,,,,,
FKID002297,12.99513,77.589735,"Palace Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL2297,SCOOTER,,"[""WRONG PARKING""]",[112],2023-11-27 21:22:46+00,,2023-11-27 21:29:41.808081+00,FKDEV00506,FKUSR00496,11.0,High ground,False,No Junction,,,,,,
FKID002298,12.9173549,77.5733854,"Konanakunte Main Road, Banashankari Bus Stand Junction, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560070 (India)",FKN00GL2298,MOTOR CYCLE,,"[""NO PARKING""]",[113],2023-11-13 21:38:46+00,,2023-11-15 02:42:39.180953+00,FKDEV00505,FKUSR00449,23.0,Banashankari,True,"BTP115 - Sahasra Hospital, Jayanagar",,,FKN00GL2298,MOTOR CYCLE,approved,2023-11-17 02:59:46.457+00
FKID002299,12.983900479538402,77.52886277,"Kamakshi Palya Main Road, Patel Puttayya Industrial Layout, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",FKN00GL2299,GOODS AUTO,,"[""WRONG PARKING""]",[112],2023-11-25 21:38:46+00,,2023-11-27 21:29:51.332123+00,FKDEV00205,FKUSR00205,33.0,Kamakshipalya,False,No Junction,,,,,,
FKID002300,12.983961902851926,77.52881402411155,"Kamakshi Palya Main Road, Patel Puttayya Industrial Layout, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",FKN00GL2300,SCOOTER,,"[""WRONG PARKING""]",[112],2023-11-25 23:41:46+00,,2023-11-27 21:29:51.838431+00,FKDEV00205,FKUSR00205,33.0,Kamakshipalya,False,No Junction,,,,,,
FKID002301,12.8764175,77.5443751,"Konanakunte Main Road, GAG Classic Amrutha, Vajarahalli Village, Vajarahalli, Bengaluru, Karnataka. Pin-560109 (India)",FKN00GL2301,PASSENGER AUTO,,"[""NO PARKING""]",[113],2023-11-15 04:53:46+00,,2023-11-15 04:54:20.035209+00,FKDEV00424,FKUSR00419,83.0,Thalagattapura,True,No Junction,,,FKN00GL2301,PASSENGER AUTO,approved,2023-11-17 03:00:00.805+00
FKID002302,13.0081434,77.6951219,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",FKN00GL2302,VAN,,"[""WRONG PARKING""]",[112],2024-03-15 08:03:46+00,,2024-03-15 09:14:05.996144+00,FKDEV00491,FKUSR00482,15.0,K.R. Pura,True,No Junction,,2024-04-02 02:15:13.899609+00,FKN00GL2302,VAN,approved,2024-04-14 05:25:34.842+00
FKID002303,13.0082692,77.6957177,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",FKN00GL2303,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2024-03-15 08:32:46+00,,2024-03-15 09:16:00.18095+00,FKDEV00491,FKUSR00482,15.0,K.R. Pura,True,No Junction,,2024-04-02 02:15:13.917762+00,FKN00GL2303,PASSENGER AUTO,approved,2024-04-14 05:31:33.009+00
FKID002304,13.0081594,77.6948593,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",FKN00GL2304,CAR,,"[""WRONG PARKING""]",[112],2024-03-15 08:36:46+00,,2024-03-15 09:18:15.825983+00,FKDEV00491,FKUSR00482,15.0,K.R. Pura,True,No Junction,,2024-04-02 02:15:13.931535+00,FKN00GL2304,CAR,approved,2024-04-14 05:26:33.32+00
FKID002305,13.0082117,77.6953544,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",FKN00GL2305,CAR,,"[""WRONG PARKING""]",[112],2024-03-15 08:33:46+00,,2024-03-15 09:16:35.033542+00,FKDEV00491,FKUSR00482,15.0,K.R. Pura,True,No Junction,,2024-04-02 02:15:13.922239+00,FKN00GL2305,CAR,approved,2024-04-14 05:26:45.16+00
FKID002306,13.1855911,77.679813,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL2306,CAR,,"[""NO PARKING""]",[113],2024-03-15 09:24:46+00,,2024-03-15 09:27:00.747819+00,FKDEV00429,FKUSR00423,40.0,Chikkajala,True,No Junction,,2024-04-02 02:15:13.936252+00,FKN00GL2306,CAR,approved,2024-04-14 05:26:56.99+00
FKID002307,13.1868911,77.6801359,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL2307,CAR,,"[""NO PARKING""]",[113],2024-03-15 09:02:46+00,,2024-03-15 09:14:26.866007+00,FKDEV00429,FKUSR00423,40.0,Chikkajala,True,No Junction,,2024-04-02 02:15:13.90413+00,FKN00GL2307,CAR,approved,2024-04-14 05:27:20.693+00
FKID002308,12.9735321,77.6202333,"Murphy Road, 1 MG Road Mall, Someshwarpura, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",FKN00GL2308,CAR,,"[""NO PARKING""]",[113],2023-12-01 05:54:46+00,,2023-12-01 06:29:01.879256+00,FKDEV00507,FKUSR00497,17.0,Halasur,True,No Junction,,,FKN00GL2308,CAR,approved,2023-12-03 05:33:45.883+00
FKID002309,12.9061911,77.5932217,"Dr Rajkumar Puniya Bhoomi Road, Delmia Circle, JP Nagar Phase 3, Bengaluru, Karnataka. Pin-560078 (India)",FKN00GL2309,SCOOTER,,"[""NO PARKING""]",[113],2024-03-15 09:34:46+00,,2024-03-15 09:36:00.984495+00,FKDEV00508,FKUSR00498,88.0,J.P. Nagar,True,BTP222 - Delmia Circle,,2024-04-02 02:17:01.445841+00,FKN00GL2309,SCOOTER,approved,2024-04-14 05:27:42.367+00
FKID002310,12.9669297,77.5781731,"Avenue Road, Medarpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL2310,SCOOTER,,"[""NO PARKING""]",[113],2024-03-15 02:46:46+00,,2024-03-15 09:35:18.59714+00,FKDEV00246,FKUSR00245,28.0,City Market,True,BTP082 - KR Market Junction,,2024-04-02 02:17:01.42024+00,FKN00GL2310,SCOOTER,approved,2024-04-15 01:04:24.505+00
FKID002311,12.981326,77.6102658,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL2311,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2024-03-15 09:32:46+00,,2024-03-15 09:37:17.605532+00,FKDEV00422,FKUSR00417,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,2024-04-02 02:17:51.110439+00,FKN00GL2311,PASSENGER AUTO,approved,2024-04-14 05:27:53.088+00
FKID002312,12.9061858,77.5932106,"Dr Rajkumar Puniya Bhoomi Road, Delmia Circle, JP Nagar Phase 3, Bengaluru, Karnataka. Pin-560078 (India)",FKN00GL2312,SCOOTER,,"[""NO PARKING""]",[113],2024-03-15 06:02:46+00,,2024-03-15 09:38:00.028241+00,FKDEV00508,FKUSR00498,88.0,J.P. Nagar,True,BTP222 - Delmia Circle,,2024-04-02 02:17:51.126476+00,FKN00GL2312,SCOOTER,approved,2024-04-14 06:47:28.354+00
FKID002313,12.9590363,77.5776277,"Tippu Sultan Palace Road, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL2313,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-15 01:53:46+00,,2024-03-15 09:53:44.18681+00,FKDEV00151,FKUSR00151,28.0,City Market,True,BTP118 - Basappa Circle,,2024-04-02 02:18:43.526301+00,FKN00GL2313,SCOOTER,approved,2024-04-14 06:27:25.536+00
FKID002314,12.9774153,77.577308,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL2314,CAR,,"[""WRONG PARKING""]",[112],2023-11-13 19:17:46+00,,2023-11-13 19:57:29.466869+00,FKDEV00075,FKUSR00075,3.0,Upparpet,True,BTP040 - Elite Junction,,,FKN00GL2314,CAR,rejected,2023-11-17 03:02:38.316+00
FKID002315,12.9857438,77.5946318,"Ali Asker Road, Embassy Apartment, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL2315,CAR,,"[""WRONG PARKING""]",[112],2023-11-15 00:11:46+00,,2023-11-15 01:01:53.361634+00,FKDEV00509,FKUSR00499,2.0,Cubbon Park,True,BTP166 - Coffee Board Junction,,,FKN00GL2315,CAR,approved,2023-11-17 03:02:42.892+00
FKID002316,12.9915274,77.5383434,"Dr Siddaiah Puranik Marg, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)",FKN00GL2316,CAR,,"[""NO PARKING"",""PARKING IN A MAIN ROAD""]","[113,107]",2024-03-15 07:48:46+00,,2024-03-15 10:02:45.81541+00,FKDEV00178,FKUSR00178,30.0,Vijayanagara,True,BTP207 - 8th Main Road Basaveshwara Nagar,,2024-04-02 02:19:15.934505+00,FKN00GL2316,CAR,approved,2024-04-14 05:28:15+00
FKID002317,12.9775864,77.5773779,"5th Main Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL2317,CAR,,"[""WRONG PARKING""]",[112],2023-11-13 19:18:46+00,,2023-11-13 19:57:01.656636+00,FKDEV00075,FKUSR00075,3.0,Upparpet,True,BTP040 - Elite Junction,,,FKN00GL2317,CAR,approved,2023-11-17 03:02:51.921+00
FKID002318,12.9643955,77.5771225,"SJP Road, Dharmaraya Swamy Temple Ward, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560002, India",FKN00GL2318,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-13 01:55:46+00,,2024-03-15 10:07:38.20278+00,FKDEV00510,FKUSR00399,28.0,City Market,True,BTP082 - KR Market Junction,,2024-04-02 02:20:13.94137+00,FKN00GL2318,SCOOTER,approved,2024-04-05 04:23:48.258+00
FKID002319,12.9810935,77.6109457,"St John Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL2319,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2023-11-17 06:09:46+00,,2023-11-17 06:12:18.542958+00,FKDEV00041,FKUSR00041,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,,FKN00GL2319,MOTOR CYCLE,rejected,2023-11-17 20:13:14.076+00
FKID002320,12.9208047,77.6201995,"Hosur Road, Market Square Value Mall, Block 2, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",FKN00GL2320,CAR,,"[""NO PARKING""]",[113],2024-03-15 11:48:46+00,,2024-03-15 11:50:00.851167+00,FKDEV00511,FKUSR00500,9.0,Madiwala,True,BTP137 - Madiwala Traffic PS Junction,,2024-04-02 02:26:18.316857+00,FKN00GL2320,CAR,approved,2024-04-14 05:32:19.375+00
FKID002321,12.9941503,77.6633077,"Old Madras Road, Gopalan Grand Mall, Nagavara Palya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",FKN00GL2321,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-15 08:58:46+00,,2024-03-15 11:52:29.405728+00,FKDEV00108,FKUSR00109,34.0,Banaswadi,True,No Junction,,2024-04-02 02:26:18.329096+00,FKN00GL2321,SCOOTER,approved,2024-04-14 05:32:30.747+00
FKID002322,12.9940757,77.6632056,"Old Madras Road, Gopalan Grand Mall, Nagavara Palya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",FKN00GL2322,MOPED,,"[""WRONG PARKING""]",[112],2024-03-15 08:58:46+00,,2024-03-15 11:52:33.487671+00,FKDEV00108,FKUSR00109,34.0,Banaswadi,True,No Junction,,2024-04-02 02:26:18.344494+00,FKN00GL2322,MOPED,approved,2024-04-14 05:32:41.379+00
FKID002323,12.9941368,77.6633178,"Old Madras Road, Gopalan Grand Mall, Nagavara Palya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",FKN00GL2323,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-15 08:58:46+00,,2024-03-15 11:52:28.718986+00,FKDEV00108,FKUSR00109,34.0,Banaswadi,True,No Junction,,2024-04-02 02:26:18.323865+00,FKN00GL2323,SCOOTER,approved,2024-04-14 05:37:48.874+00
FKID002324,12.9940771,77.6632115,"Old Madras Road, Gopalan Grand Mall, Nagavara Palya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",FKN00GL2324,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-15 08:58:46+00,,2024-03-15 11:52:31.82127+00,FKDEV00108,FKUSR00109,34.0,Banaswadi,True,No Junction,,2024-04-02 02:26:18.339451+00,FKN00GL2324,SCOOTER,approved,2024-04-14 05:32:52.225+00
FKID002325,12.9941192,77.6632983,"Old Madras Road, Gopalan Grand Mall, Nagavara Palya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",FKN00GL2325,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-15 08:58:46+00,,2024-03-15 11:52:30.647008+00,FKDEV00108,FKUSR00109,34.0,Banaswadi,True,No Junction,,2024-04-02 02:26:18.334904+00,FKN00GL2325,SCOOTER,approved,2024-04-14 05:33:02.828+00
FKID002326,12.9940757,77.6632056,"Old Madras Road, Gopalan Grand Mall, Nagavara Palya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",FKN00GL2326,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-15 11:51:46+00,,2024-03-15 11:52:34.052593+00,FKDEV00108,FKUSR00109,34.0,Banaswadi,True,No Junction,,2024-04-02 02:26:18.349411+00,FKN00GL2326,SCOOTER,approved,2024-04-14 05:33:24.742+00
FKID002327,12.9622024,77.6492056,"5th Main Road, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",FKN00GL2327,SCOOTER,,"[""NO PARKING""]",[113],2024-03-15 16:17:46+00,,2024-03-15 16:22:01.850651+00,FKDEV00512,FKUSR00501,4.0,Jeevanbheemanagar,True,No Junction,,2024-04-02 02:27:08.668652+00,FKN00GL2327,SCOOTER,approved,2024-04-14 05:38:44.506+00
FKID002328,12.9622024,77.6492056,"5th Main Road, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",FKN00GL2328,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-03-15 16:17:46+00,,2024-03-15 16:22:06.370972+00,FKDEV00512,FKUSR00501,4.0,Jeevanbheemanagar,True,No Junction,,2024-04-02 02:27:08.68188+00,FKN00GL2328,MOTOR CYCLE,approved,2024-04-14 05:33:35.905+00
FKID002329,12.9622024,77.6492056,"5th Main Road, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",FKN00GL2329,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-03-15 16:17:46+00,,2024-03-15 16:22:04.347144+00,FKDEV00512,FKUSR00501,4.0,Jeevanbheemanagar,True,No Junction,,2024-04-02 02:27:08.674973+00,FKN00GL2329,MOTOR CYCLE,approved,2024-04-14 05:33:59.266+00
FKID002330,12.9647075,77.5764511,"Police Road, Sri Krishna Rajendra Market, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL2330,SCOOTER,,"[""NO PARKING""]",[113],2024-03-15 18:11:46+00,,2024-03-15 18:16:17.139695+00,FKDEV00513,FKUSR00502,28.0,City Market,True,BTP082 - KR Market Junction,,2024-04-02 02:28:11.828932+00,FKN00GL2330,SCOOTER,approved,2024-04-14 05:35:41.18+00
FKID002331,12.9647075,77.5764511,"Police Road, Sri Krishna Rajendra Market, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL2331,SCOOTER,,"[""NO PARKING""]",[113],2024-03-15 18:11:46+00,,2024-03-15 18:16:16.087684+00,FKDEV00513,FKUSR00502,28.0,City Market,True,BTP082 - KR Market Junction,,2024-04-02 02:28:11.823656+00,FKN00GL2331,SCOOTER,approved,2024-04-14 05:41:02.996+00
FKID002332,12.9646943,77.5765416,"Police Road, Sri Krishna Rajendra Market, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL2332,SCOOTER,,"[""NO PARKING""]",[113],2024-03-15 18:17:46+00,,2024-03-15 18:18:31.738332+00,FKDEV00513,FKUSR00502,28.0,City Market,True,BTP082 - KR Market Junction,,2024-04-02 02:28:11.84252+00,FKN00GL2332,SCOOTER,approved,2024-04-14 05:35:53.078+00
FKID002333,12.9647075,77.5764511,"Police Road, Sri Krishna Rajendra Market, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL2333,SCOOTER,,"[""NO PARKING""]",[113],2024-03-15 18:01:46+00,,2024-03-15 18:17:44.682529+00,FKDEV00513,FKUSR00502,28.0,City Market,True,BTP082 - KR Market Junction,,2024-04-02 02:28:11.833252+00,FKN00GL2333,SCOOTER,approved,2024-04-07 03:25:17.52+00
